#key	synopsis
fatfursp	Fatal Fury Special is an improved version of SNK's 2D one-on-one fighter Fatal Fury 2. It's a conversion of the 1993 arcade game of the same name. The objective is still to win the tournament by defeating all other fighters including end boss Wolfgang Krauser. Fatal Fury Special features a fairly large selection of fighters. A new Count Down mode (defeat as many opponents as possible in 3 minutes).Extra color schemes for every character.New & improved background graphics.Dolby Surround Sound support.
fatfury1	Southtown City plays host to the King of Fighters Tournament. Andy & Terry Bogard take part in the tournament cause winning the tournament is the only way they can defeat Geese Howard. Geese Howard controls Southtown City and killed their father several years ago. Also taking part is Joe Higashi, a Japanese kickboxer. Select either Joe, Andy or Terry, visit several locations in Southtown City and win that tournament! Fatal Fury is a 2D fighter and is the first game in a series of one-on-one fighting games by SNK. It's a conversion of the original Fatal Fury arcade game. This first game does not yet feature the series' trademark pseudo 3D mode (which allows you to move between the foreground & background while fighting). Includes a two-player vs. mode.
fatfury2	Again, the Lone Wolves return! Geese Howard may have been defeated, but that doesn't mean all is peaceful. A new opponent, Wolfgang Krauser, has come forth to begin a new Fatal Fury tournament. The Lone Wolves return, with new faces amongst them. Only one can be declared the winner though.
fatfury3	An adaptation of the Neo-Geo fighting game. 2-D scrolling one-on-one fighter with pseudo-3D aspects (that allows for players to &quot;escape&quot; holds, throws, and other attacks.) Part of the incestuously-popular SNK fighting game pantheon...
fbfrenzy	You'll never play another football game again, after you play Football Frenzy! Football Frenzy, with on-going play-by-play announcing, is hard-hitting action at its best! You will hear, in full stereo, every bone-crushing tackle and helmet-to-helmet, metal-on-metal hit. The piercing grunts and groans of players sacrificing their bodies for the team puts you right on the field with them! The camera zooms give you the most dazzling close-ups ever seen. So, bring your pads and helmet! Tournament mode, cinematic displays and over 10 teams to choose from make this football package complete. Play against the computer or a friend in this 46-MEG bone-jarring gridiron great... Football Frenzy!
fightfev	There are 8 characters to select from and two boss characters (the first boss character is only playable in two player mode). The object of the game is to win two matches out of three. Each character has a set of moves in addition to two basic punches and kicks. Each character also has a super move called a &quot;Danger Move&quot;, which are similar to the Desperation Moves from Fatal Fury 2. Players also have the ability to taunt others, but unlike games such as Art of Fighting, this has no effect and would actually leave the player open to attacks.
flipshot	Battle Flip Shot is an arcade game that mixes elements of Pong with Japanese character design.
frogfest	Home Made game. Frog Feast is an adaptation of the Intellvision game &quot;Frog Bog&quot;. The game concept is pretty simple: 2 Frogs who have to eat as much insects as possible in a limited time.
froman2b	Taisen Idol-Mahjong Final Romance 2 is strip mahjong game featuring nine different girls with three strip sequences each.
fswords	The 12 samurai (and ninja) elite are back, this time to answer the threat of the demon Zankuro, Minazuki. The possessed swordsman has brutally slaughtered innocents in his path, yet could not raise his blade to the cries of an innocent baby. Vowing never to spill innocent blood again, he targets those who live by the way of the sword...but now the hunter becomes the hunted. The third series of Samurai Shodown introduces 2 different techniques for each character. The &quot;Slash&quot; techniques are the original moves of the most of the characters whereas the &quot;Bust&quot; techniques maybe the &quot;darker&quot; version of each character.
galaxyfg	People have prayed to the gods, but the devil descends from the sky. Your mission is to defeat Felden Kryse, ruler of the underworld. The fantastic challenge ferociously unfolds on eight different planets. Screen image changes on-the-fly to zoom in and out based on how the battle unfolds. Use Dash to your utmost advantage, and speed through the field of infinity.
ganryu	One month has passed since Musashi defeated his sworn enemy, Kojiro. Musashi was on the way to Kyoto, where his beloved Otsu was waiting for him. Around this time, many abductions had occurred by a mysterious group of ninjas, and Otsu was one of the missing. What is the true purpose of these ninjas? The time to fight has come again for Musashi!! You must guide Musashi or his sister, Suzame, around several locations defeating a horde of ninjas with only a sword. Weapon power-ups and life bonuses can be collected along the way. You can jump high and use your grappling hook to attach to and climb some ceilings, as well as attaching yourself to faraway objects. At the end of each location, you must defeat a guardian in order to continue the game. Cut-scenes are viewed between locations.
garou	It's been several years since Geese Howard was defeated in a battle with Terry Bogard, a young man looking to avenge his father. Rather than looking to be saved from death after falling off his office balcony, Geese instead decided to die, and left behind his young son, Rock. Terry took Rock in and became like a big brother to him, raising the boy throughout his life. Now Rock is a teenager, and Terry is a man in his 30s, and both are about to come together in a new clash...new faces and old come together for the greatest battle yet!
ghostlop	Ghost Lop is an excellent Ghostbusters themed puzzle game by Data East from 1996. It combines the fast action of an Arkanoid style game, with the quick thinking of a Bust-A-Move type game. The game was re-considered for release in 2001, but SNK's untimely demise later that same year may have ended that possibility. Data East was best known for its' Chain Reaction / Magical Drop series of puzzle games, and even later included the Ghostlop characters in one of the later releases for modern home game systems.
gladmort	An artifact gives the user the power to summon a mysterious black knight: GladMort!!! Endowed with supernatural strength and questionable charisma, he is capable of summoning black magic and wielding ancestral weapons. The fate of humanity is now in the hands of our anti-hero...
goalx3	A soccer game with all the right ingredients, skill, flair, passion, and of course, GOALS! With 28 national teams to choose from, compete in a tournament to become the best soccer nation in the world. Get past the opening group stage and go on to a round-robin elimination stage where failure is not an option. To help you on your way, hold down the shoot button until the power bar fills up and you can do a POWERFUL SUPER SHOT!
gowcaizr	The ultimate warriors are ready for battle! The Auto-Zoom feature draws you in to the red-hot action! Use the new &quot;Special Attack Tracing System&quot; to copy the special abilities of the foes you defeat and build your own warrior from over 100 combinations!
gpilots	Ghost Pilots is an overhead military plane shooter, in which you must shoot down fighter jets by either using bullets or bombs. Once you have killed enough fighter jets, you will have to defeat a boss fighter jet in order to continue. After some stages, you must select a route to continue your journey on. Power-ups can be collected that will increase your firepower, and stars can be obtained for extra points.
gururin	Your goal is to make three people of the same color line up and disappear--but to do that, you won't flip the people around as they fall but rather rotate the entire pit once they've landed. Like clothes in a dryer, you've got to flip the whole playfield around and try to match up the midgets as they slide down to the bottom of the screen, reorganizing themselves as they go.
hyprnoid	The player needs to destroy all blocks with an energy ball to complete a stage. The paddle is used to deflect the ball and to keep it inside the stage. Beside regular blocks there are four special block types which have special properties to impede your success. Ten different power-up items can be collected which will help to complete stages faster and to earn more bonus points. After completing nine block stages you will engage an evil and mighty stage boss in a thrilling fight.
ironclad	Ironclad is a side scrolling shooter developed by Saurus in 1996. Ironclad was first shown in its native MVS cartridge format at the March 1996 ACME show in Orlando, Florida. I saw and played the game at the show. We always knew therefore that at the very least, one proto was available on the MVS format. Although the game saw release on the NEOGEO CD system, it was never officially released in either the MVS or HOME cartridge formats. Ironclad was the most sought after of all the CD-protos because of its appeal to shoot 'em up fans. This was most likely why it had coincidentally caused the largest number of false claims; more then any other proto cartridge! 13 years later, in November of 2009, SNK finally released the native ROM data for the game and as a result we finally got the game and can now enjoy it forever!
irrmaze	The Irritating Maze on Neo Geo is a game where you control a metal ball through a maze. The goal is to reach the finish without making contact with the electrified ledges. To further complicate the task of the player, the 3 course of the game are enhanced with various traps and time is limited.
janshin	Test your patience and skill as you play against a computerized opponent and try to beat it at the amazing and ancient Chinese game of Mahjong. In the fantastic Janshin Densetsu: Quest of Jongmaster you must keep a steely face as you take on the mightiest players of the underworld mahjong circuit. Match the pieces and outsmart your opponent to win and stack up wild amounts of cash!
jockeygp	Jockey Grand Prix on Neo Geo is a particular riding game because it only deals with the prognoses. So bet on one or more horses and pray during the race that he'll win the victory. The title introduces a rating system for each horse that determines the chances to see it win the race.
joyjoy	This game is a crossover between Tetris and Breakout (or Arkanoid) in that your balloon is trapped at the bottom of the puzzle, and you have to break the lines down far enough to give it a clear flight path to the top. Open up a space, and your balloon (shark-shaped if you're the boy) floats to the top, and it's on to the next floor in the tower. Sound easy? It is... at first. The tower is divided into multiple floors, with 10 stages (puzzles) per floor. There are over 50 puzzles here and the action gets pretty furious.
kabukikl	&quot;Kabuki Klash&quot; is a 2D fighting game that features characters from the famous Japanese role-playing series Tengai Makyou, also known as Far East of Eden. The heroes of the three first Tengai Makyou games must participate in a tournament and find out who is the most skillful fighter in the magical land of Jipang (which is very similar to the medieval Japan). The characters include well-known Far East of Eden heroes such as Ziria, Manjimaru, Kabuki, Orochimaru, and others - a total of eight playable characters. During the fights, you can either punch, kick, or use special attacks, that require a precise usage of buttons and also deplete your magic gauge. There are random items (such as healing potions) thrown on the battle field while you are fighting, which you can pick up.
karnovr	Karnov's Revenge is a 2-D Street Fighter II clone from Data East. Choose one of 13 fighters from around the world to play as, each with their unique moves and special attacks. As usual, there are two rounds in each stage, and the object of each round is to drain your opponent's energy in order to win the battle. If there is a tie after two rounds, a third round is played. There is a time limit, and if this expires, the player with the less energy loses.
kizuna	Fight Alone! Competition or Team Battles. The Tage Battle of a Lifetime Begins! Or Fight with a Friend! Why Do You Fight?! For money? For glory? For...?! The Fate of 10 of the World's Mightiest Warriors Rests on the Grand Ambitions of King Lion!
knightsch	Knight's Chance is a truly unique game, set in a medieval world with a focus on four games: - Dragon's Hollow (Poker) - Mystic Dice (Farkle) - Cursed Mynd (Memory Game)
kof2000	The final King of Fighters game released by SNK in its original state, The King of Fighters 2000 expands on the story and gameplay presented in The King of Fighters '99. This year's tournament is sponsored by the Ikari Warriors in an attempt to discover more about the NESTS organization, and to derail the plans of potential NESTS agents K' and Maxima. Not everything is as straight-forward as it usually is, however, and even the Ikari Warriors themselves are at risk of being betrayed from within by the end of the tournament.
kof2001	In this eighth installment of the King of Fighters series, ten different teams once again battle it out in several countries to decide which team will be this year's King of Fighters. However, the NESTS organization is once again standing in the participant's way; they have deployed their own team of four fighters, lead by two individuals of high-rank within NESTS: a man claiming to be the original Zero and Igniz, the CEO of NESTS. The character roster has been updated yet again for this release in the series.
kof2002	The second plotless &quot;dream match&quot; in The King of Fighters series, this game sports 39 normal characters and 5 hidden characters, some of whom haven't appeared since KOF98. The King of Fighters 2002 also has five characters exclusive to the X-Box, the PS2 and/or Dreamcast systems: Shingo Yabuki, King, Geese Howard, &quot;Riot of the Blood&quot; Iori and Leopold Goenitz. Shingo and King are available on all the non-Neo Geo systems, while Geese and the rest are only available on the PS2 and X-Box platforms. The gameplay system has also changed. The striker system and four-character teams found in the last three KOF releases have been totally removed. In their place are the old-school three man teams and the &quot;Advanced system&quot; from The King of Fighters '97 and The King of Fighters '98.
kof2003	Like The King of Fighters 2002, this game reverts back to the old 3-on-3 format used from KOF '94 to KOF '98. A new feature to this game that old-school KOF fans might have trouble getting used to is the new interchangeable team system. You still pick three characters and decide your character order before a match, but now you have the option to change to another character during a match. You can change at any time during a match, but you cannot when two of your teammates have been taken out, and only one character is left in reserve.
kof94	The King of Fighters '94 is notable in that it is one of the first known fighting games that pits a team of fighters against each other in single combat. Each team consists of three fighters for each player, the winner being the player who is able to eliminate the other team first. Each active character can charge up &quot;Art of Fighting&quot; style in order to gain access to &quot;Desperation Moves&quot;, or &quot;DMs&quot; (moves which operate very much like Street Fighter's Super Combos). Playing against the computer, the player must defeat all 8 teams in the game in order to reach the final boss, Rugal Bernstein.
kof95	Summer, 1995. The world's toughest combatants once again team up for the supreme competition. A stellar cast of fighting stars gather in the most colossal conflagration in history! Along with terrifying new challenges... out of the storm of battle comes The King of Fighters '95! Experience a new age in fighting games with the original Team Edit Mode! Choose from 24 characters! Take your pick from a bountiful selection to create history's most awesome team of pure pugilism. Create your own original bruise-giving team of 3 by selecting your favorite fighters!
kof96	SNK's flagship series returns for another year. Many of the changes in this year's KOF release come in the form of improved graphics, sound effects, music and totally redone character sprites. The gameplay of the system has been altered with the addition of &quot;Rush&quot; multi-hit combos and new moves for practically every character. The storyline of the series receives heavy focus in this release with the Orochi Saga swinging into high-gear. Other features carried over from the previous year include the ability to choose between the default &quot;Team Fighting&quot; mode or the traditional &quot;Single Fighter&quot; style of gameplay, plus the &quot;Versus&quot; and &quot;Survival&quot; gameplay modes.
kof97	Another year, another KOF. Additions this year come in the form of slightly improved graphics and sounds, new moves and a new game mode. Gameplay is much more plot-driven, as you have middle-bosses that can change depending on what team you select. In addition, there are several special endings which are only shown when certain &quot;Edit Team&quot; combinations are selected. New characters include the New Face Team, the Fatal Fury Outlaw Team (featuring the KOF debut of &quot;Blue&quot; Mary Ryan and Ryuji Yamazaki, and the return of Billy Kane), and Kyo's pupil Shingo Yabuki. In total, The King of Fighters '97 sports 29 separate characters.
kof98	For all you King of Fighters fans, SNK offers the ultimate KOF installment! A total of 38 of your favorite fighters from all the characters appearing in the '94 to '97 versions. The nostalgic American Sports team, Lugal, as well as Heidern, Takuma, Saishu Kusanagi and other long-awaited characters are back! The ultimate reunion is about to begin in The King of Fighters '98!
kof99	A new hero and surprising plot twists offer white-hot excitement! It is the season of KOF! A new chapter in the saga begins! With a story centering around the new hero K' (K Prime), along with an overhauled game system that pits 4-member teams against each other, KOF '99 is sure to raise excitement levels through the roof. The new battle begins here! Along with K', six new characters and two Kyo Kusanagi clones appear as Edit Mode characters. This means players can choose their favorite from a whopping total of 32 characters!
kotm	King of the Monsters is a two player (or one player vs. computer) fighting game, in which the players take control of two gargantuan monsters (like Godzillas) and battle it out in different city locations. The city gets gradually destroyed as the two creatures fight it out. The players can also interact with the scenery by picking up boats and such, to use as weapons against the other player.
kotm2	The object of King of the Monsters 2 is similar to its predecessor. Choose from three monsters which include a large lizard, a large robotic ape, and a huge mutant human. Then walk through each city, making sure to destroy everything in site, including planes, buildings, and other creatures. When smashed, some buildings reveal power-ups that make your character more powerful. At the end of each city, you go head-to-head with the boss creature. There are small stages in between where you fight a second monster for bonus points, or you fall from the sky and land underwater where you try to collect points and power-ups while falling.
lastblad	Choose one of several characters to play with, each with their own unique moves and special attacks. Each stage in the game has two battles, where the object of each is to drain your opponent's energy in order to complete the battle, and you will complete the stage if you do this twice. If there is a draw, then a third battle is then played. There is a time limit, and when this expires, the player with the most energy wins the battle.
lastbld2	The Last Blade 2: Heart of the Samurai is a 2D fighting game which features anime-style characters that fight each other with swords, clubs, and even fishing poles. These characters pull off their special moves with that 'quarter-circle-to-half-circle' and 'double-half-circle' controller motions, reminiscent of Street Fighter.
lasthope	Pilot your Z-42 Warpstar starfight as Earth's last line of defense against the advance of the Evil Empire. Last Hope - a self-described &quot;tactical shooter&quot; plays much like a tougher version of a classic game R-Type. The game, however, adds a minor innovation to the tried and true formula by allowing the player to rotate the protection pod 360° around the ship. The game features six distinct stages and four weapons.
lastsold	Choose one of several characters to play with, each with their own unique moves and special attacks. Each stage in the game has two battles, where the object of each is to drain your opponent's energy in order to complete the battle, and you will complete the stage if you do this twice. If there is a draw, then a third battle is then played. There is a time limit, and when this expires, the player with the most energy wins the battle.
lbowling	The lanes are crowded every night with Big Time Pin Slammin' action! You call the shots selecting a right or left handed bowler. Determine ball weight, and develop the skills of the pro's as you skillfully throw a variety of shots that you control. So pop some refreshments and settle into this indoor sport like you've never seen before!
legendos	Joe Yabuki is a little punk wandering the streets. He was spotted by a boxing coach retired from the circuit that sees him as a future champion and decides to manage him. Such is the plot of this boxing game on Neo Geo, adapted from the manga &quot;Ashita no Joe&quot; created by Tetsuya Chiba and Asao Takamori in the 70s.
looptris	LOOPTRIS is a NeoGeo homebrew game developed by Blastar and published late 2021. This is a 3D Tetris-like where classic pieces pile up in a cylindrical board that you can rotate. Playable at 1 or 2 players.
lresort	Last Resort is a 1-2 player horizontal shooter game where you pilot a spacecraft across horizontally scrolling cityscapes and wastelands, while destroying hordes of enemy spacecraft, either metallic or organic, including huge mid- and end-level guardians. Getting power-up pods provide the craft with a movable drone which can be charged up and fired or locked into position and used as an extra gun or 'battering ram'/shield. A clone of R-Type (both one and two), but with much improved graphics and sound
